Coercivity,Crystal_Structure,Curie,Curie(Tc),Curie_Weiss,Curie_Weiss(θp),DOI,Experimental,Lattice_Parameters,Lattice_Structure,Magnetic_Moment,Magnetization,Material_Name,Neel,Neel(Tn),New_Column_Concatenated,Remanence,Space_Group,Susceptibility
,Orthorhombic,226,226 K,,,10.1016/j.physb.2016.03.031,TRUE,"{'a': '5.467 Å', 'b': '5.473 Å', 'c': '7.710 Å'}",Pbnm,,,La0.6Ce0.1Ca0.3MnO3,,,O3.0Ca0.3Mn1La0.6Ce0.1,,Pbnm,
,Orthorhombic,193,193 K,,,10.1016/j.physb.2016.03.031,TRUE,"{'a': '5.452 Å', 'b': '5.468 Å', 'c': '7.704 Å'}",Pbnm,,,La0.5Ce0.2Ca0.3MnO3,,,O3.0Ca0.3Mn1La0.5Ce0.2,,Pbnm,
,Orthorhombic,120,120 K,,,10.1016/j.physb.2016.03.031,TRUE,"{'a': '5.447 Å', 'b': '5.469 Å', 'c': '7.700 Å'}",Pbnm,,,La0.4Ce0.3Ca0.3MnO3,,,O3.0Ca0.3Mn1La0.4Ce0.3,,Pbnm,
,Orthorhombic,245,245 K,254 K,254,10.1016/j.jallcom.2016.05.304,TRUE,,,4.85 μB,,La0.50Ca0.50MnO3,,,O3.0Ca0.5Mn1La0.5,,,
,Orthorhombic,233,233 K,236 K,236,10.1016/j.jallcom.2016.05.304,TRUE,,,5.45 μB,,La0.50Ca0.50MnO3,,,O3.0Ca0.5Mn1La0.5,,,
,,200,200K,,,10.1016/S0921-4526(02)00622-1,TRUE,,,,,La0.55Ho0.15Sr0.3MnO3,,,O3.0Mn1Sr0.3La0.55Ho0.15,,,
,Rhombohedral,336,336 K,,,10.1016/j.jallcom.2016.06.293,TRUE,"{'a': '5.41 Å', 'b': '5.41 Å', 'c': '13.13 Å'}",,,,La0.57Gd0.1Sr0.33Mn0.9In0.1O3,,,O3.0Mn0.9Sr0.33In0.1La0.57Gd0.1,,R3̄c,
,Cubic Perovskite,288,288 K,,,10.1016/S0022-0248(02)02064-X,TRUE,{'a': '5.53 Å'},Cubic,,,La0.5Ba0.5MnO3,,,O3.0Mn1Ba0.5La0.5,,,
,Cubic Perovskite,325,325 K,,,10.1016/S0022-0248(02)02064-X,TRUE,{'a': '5.43 Å'},Cubic,,,La0.5Sr0.5MnO3,,,O3.0Mn1Sr0.5La0.5,,,
30 Oe,Perovskite,230,230 K,,,10.1016/j.physb.2003.08.073,TRUE,,Pseudo-cubic,"2.3 μB (FM), 1.5 μB (AF)",,La0.5Bi0.2Ca0.3MnO3,,,O3.0Ca0.3Mn1La0.5Bi0.2,,Pbnm,
,Orthorhombic,227,227 K,,,10.1016/j.jallcom.2015.05.026,TRUE,"{'a': '5.419 Å', 'b': '7.646 Å', 'c': '5.427 Å'}",,,,La0.5Ca0.5MnO3,,,O3.0Ca0.5Mn1La0.5,,Pnma,
,Orthorhombic,257,257 K,,,10.1016/j.jallcom.2015.05.026,TRUE,"{'a': '5.431 Å', 'b': '7.665 Å', 'c': '5.442 Å'}",,3.11 μB/Mn,,La0.5Ca0.4Ag0.1MnO3,,,O3.0Ca0.4Mn1Ag0.1La0.5,,Pnma,
,,225,225 K,241 K,241,10.1016/j.tsf.2010.03.122,TRUE,,,0.61 μB/f.u,,La0.5Ca0.5MnO3,,,O3.0Ca0.5Mn1La0.5,,,
,,134,134 K,203 K,203,10.1016/j.tsf.2010.03.122,TRUE,,,3.19 μB/f.u,,La0.5Ca0.5Mn0.98Ni0.02O3,,,O3.0Ca0.5Mn0.98Ni0.02La0.5,,,
,Orthorhombic,239,"233 K (polycrystalline), 245 K (nanocrystalline)",,,10.1016/j.jallcom.2010.07.165,TRUE,"{'a': '0.54420 nm (polycrystalline), 0.54440 nm (nanocrystalline)', 'b': '0.75231 nm (polycrystalline), 0.7525 nm (nanocrystalline)', 'c': '0.54733 nm (polycrystalline), 0.54628 nm (nanocrystalline)'}",,"2.06 μB (polycrystalline), 1.37 μB (nanocrystalline)","45 Gs cm^3/g (nanocrystalline), 65 Gs cm^3/g (polycrystalline)",La0.5Ca0.5MnO3,,,O3.0Ca0.5Mn1La0.5,,Pnma,
,Rhombohedral,236,236 K,219.8 K,219.8,10.1016/j.jallcom.2017.08.236,TRUE,"{'a': '5.5243 Å', 'b': '5.5243 Å', 'c': '13.4526 Å'}",R-3c,8.60 μB,,La0.5Eu0.2Ba0.2□0.1MnO3,,,O3.0Mn1Ba0.2La0.5Eu0.2,,R-3c,
,,285,285 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,La0.8Na0.1□0.1MnO3,,,O3.0Na0.1Mn1La0.8,,,
,,350,350 K,,,10.1016/j.jallcom.2017.08.236,FALSE,,,,,La0.6Ba0.2Sr0.2MnO3,,,O3.0Mn1Sr0.2Ba0.2La0.6,,,
,,176,176 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,La0.8Ca0.2MnO3,,,O3.0Ca0.2Mn1La0.8,,,
,,175,175 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,Pr0.8Pb0.2MnO3,,,O3.0Mn1Pr0.8Pb0.2,,,
,,155,155 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,La0.8Cd0.2MnO3,,,O3.0Mn1Cd0.2La0.8,,,
,,197,197 K,,,10.1016/j.jallcom.2017.08.236,FALSE,,,,,La0.87Sr0.33MnO3,,,O3.0Mn1Sr0.33La0.87,,,
,,292,292 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,La0.67Ba0.33MnO3,,,O3.0Mn1Ba0.33La0.67,,,
,,352,352 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,La0.7Pb0.3MnO3,,,O3.0Mn1La0.7Pb0.3,,,
,,145,145 K,,,10.1016/j.jallcom.2017.08.236,FALSE,,,,,Pr0.8K0.2MnO3,,,O3.0K0.2Mn1Pr0.8,,,
,,238,238 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,Pr0.4Eu0.2Sr0.4MnO3,,,O3.0Mn1Sr0.4Pr0.4Eu0.2,,,
,,342,342 K,,,10.1016/j.jallcom.2017.08.236,FALSE,,,,,La0.6Sr0.2Ba0.1□0.1MnO3,,,O3.0Mn1Sr0.2Ba0.1La0.6,,,
,,310,310 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,La0.85Na0.15MnO3,,,O3.0Na0.15Mn1La0.85,,,
,,277,277 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,La0.47Dy0.2Pb0.33MnO3,,,O3.0Mn1La0.47Dy0.2Pb0.33,,,
,,155,155 K,,,10.1016/j.jallcom.2017.08.236,FALSE,,,,,Pr0.7Ca0.3Mn0.8Cr0.2O3,,,O3.0Ca0.3Cr0.2Mn0.8Pr0.7,,,
,,160,160 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,Pr0.7Ca0.3Mn0.9Cr0.1O3,,,O3.0Ca0.3Cr0.1Mn0.9Pr0.7,,,
,,294,294 K,,,10.1016/j.jallcom.2017.08.236,TRUE,,,,,Gd,,,Gd1,,,
,Orthorhombic,296,296 K,298 K,298,10.1016/j.jallcom.2020.154292,TRUE,"{'a': '5.46526 Å', 'b': '7.72285 Å', 'c': '5.50186 Å'}",Pnma,5.289 μB,,La0.5Pr0.2Ca0.1Sr0.2MnO3,,,O3.0Ca0.1Mn1Sr0.2La0.5Pr0.2,,Pnma,
,Rhombohedral,343,343 K,,,10.1016/j.jallcom.2020.154292,FALSE,,R-3c,,,La0.7Ca0.1Sr0.2MnO3,,,O3.0Ca0.1Mn1Sr0.2La0.7,,R-3c,
,,,,,,10.1016/j.jallcom.2020.154292,TRUE,,,,,Mn3O4,41,41 K,O4.0Mn3.0,,,
,Rhombohedral,180,180 K,,,10.1016/j.tsf.2012.02.050,TRUE,,,,,La0.5Sr0.5CoO3−σ,,,O3.0Co1Sr0.5La0.5,,R3C,
,Perovskite,823.15,550 °C,,,10.1016/j.tsf.2004.03.031,TRUE,{'c': '0.395 nm'},Single-phase,,,La0.5Sr0.5Ti0.93Co0.07O3,,,O3.0Ti0.93Co0.07Sr0.5La0.5,,,
0.2 kOe,Hexagonal 1:5,841.15,568 °C,,,10.1016/j.jallcom.2019.153271,TRUE,"{'a': '5.11 Å', 'c': '3.98 Å'}",Hexagonal,,,LaCo4.7C0.3,,,C0.3Co4.7La1,1.9 kG,P6/mmm,
1.9 kOe,Hexagonal 1:5,846.15,573 °C,,,10.1016/j.jallcom.2019.153271,TRUE,"{'a': '5.09 Å', 'c': '3.99 Å'}",Hexagonal,,,La0.9Y0.1Co4.7C0.3,,,C0.3Co4.7Y0.1La0.9,3.5 kG,P6/mmm,
8.0 kOe,Hexagonal 1:5,854.15,581 °C,,,10.1016/j.jallcom.2019.153271,TRUE,"{'a': '5.05 Å', 'c': '4.00 Å'}",Hexagonal,,,La0.75Y0.25Co4.7C0.3,,,C0.3Co4.7Y0.25La0.75,4.1 kG,P6/mmm,
10.3 kOe,Hexagonal 1:5,864.15,591 °C,,,10.1016/j.jallcom.2019.153271,TRUE,"{'a': '5.00 Å', 'c': '4.01 Å'}",Hexagonal,,,La0.5Y0.5Co4.7C0.3,,,C0.3Co4.7Y0.5La0.5,4.4 kG,P6/mmm,
13.8 kOe,Hexagonal 1:5,879.15,606 °C,,,10.1016/j.jallcom.2019.153271,TRUE,"{'a': '4.98 Å', 'c': '4.01 Å'}",Hexagonal,,,La0.25Y0.75Co4.7C0.3,,,C0.3Co4.7Y0.75La0.25,4.6 kG,P6/mmm,
14.4 kOe,Hexagonal 1:5,907.15,634 °C,,,10.1016/j.jallcom.2019.153271,TRUE,"{'a': '4.96 Å', 'c': '4.01 Å'}",Hexagonal,,,YCo4.7C0.3,,,C0.3Co4.7Y1,5.4 kG,P6/mmm,
9.2 kOe,Hexagonal 1:5,894.15,621 °C,,,10.1016/j.jallcom.2019.153271,TRUE,,Hexagonal,,,La0.5Y0.5Co4.5Fe0.2C0.3,,,C0.3Fe0.2Co4.5Y0.5La0.5,4.6 kG,,
8.0 kOe,Hexagonal 1:5,915.15,642 °C,,,10.1016/j.jallcom.2019.153271,TRUE,,Hexagonal,,,La0.5Y0.5Co4.4Fe0.3C0.3,,,C0.3Fe0.3Co4.4Y0.5La0.5,4.8 kG,,
7.6 kOe,Hexagonal 1:5,924.15,651 °C,,,10.1016/j.jallcom.2019.153271,TRUE,,Hexagonal,,,La0.5Y0.5Co4.3Fe0.4C0.3,,,C0.3Fe0.4Co4.3Y0.5La0.5,4.8 kG,,
6.7 kOe,Hexagonal 1:5,934.15,661 °C,,,10.1016/j.jallcom.2019.153271,TRUE,,Hexagonal,,,La0.5Y0.5Co4.2Fe0.5C0.3,,,C0.3Fe0.5Co4.2Y0.5La0.5,4.9 kG,,
,Rhombohedral,370,370 K,,,10.1016/j.jallcom.2015.06.154,TRUE,"{'a': '5.401 Å', 'c': '13.124 Å'}",R 3̄c,2.3 μB,,La0.63Sr0.37MnO3,,,O3.0Mn1Sr0.37La0.63,,R 3̄c,
,Rhombohedral,370,370 K,,,10.1016/j.jallcom.2015.06.154,TRUE,"{'a': '5.404 Å', 'c': '13.188 Å'}",R 3̄c,2.2 μB,,La0.72Sr0.28MnO3,,,O3.0Mn1Sr0.28La0.72,,R 3̄c,
,Orthorhombic,325,325 K,332 K,332,10.1016/j.jallcom.2016.08.124,TRUE,"{'a': '5.5176 Å', 'b': '5.5430 Å', 'c': '7.8209 Å'}",,6.58 μB,,La0.65Ba0.35MnO3,,,O3.0Mn1Ba0.35La0.65,,Pbnm,
,Rhombohedral,345,345 K,346.1 K,346.1,10.1016/j.jallcom.2016.08.124,TRUE,"{'a': '5.5372 Å', 'b': '5.5372 Å', 'c': '13.5180 Å'}",,9.21 μB,,La0.65Ba0.30□0.05MnO3,,,O3.0Mn1Ba0.3La0.65,,R3̄c,
,Rhombohedral,332,332 K,334.6 K,334.6,10.1016/j.jallcom.2016.08.124,TRUE,"{'a': '5.54194 Å', 'b': '5.54194 Å', 'c': '13.5055 Å'}",,9.13 μB,,La0.65Ba0.25□0.10MnO3,,,O3.0Mn1Ba0.25La0.65,,R3̄c,
,Rhombohedral,288,288 K,296 K,296,10.1016/j.jallcom.2016.08.124,TRUE,"{'a': '5.54989 Å', 'b': '5.5430 Å', 'c': '13.4735 Å'}",,9.16 μB,,La0.65Ba0.15□0.20MnO3,,,O3.0Mn1Ba0.15La0.65,,R3̄c,
,Orthorhombic,248,248K,,,10.1016/j.jallcom.2008.05.089,TRUE,"{'a': '5.469', 'b': '5.432', 'c': '7.740'}",Pbnm,,,La0.65Ca0.35MnO3,,,O3.0Ca0.35Mn1La0.65,,Pbnm,
,Rhombohedral,278,278K,,,10.1016/j.jallcom.2008.05.089,TRUE,"{'a': '5.507', 'b': '5.507', 'c': '13.331'}",R3̄c,,,La0.65Ca0.15Ag0.20MnO3,,,O3.0Ca0.15Mn1Ag0.2La0.65,,R3̄c,
,Orthorhombic,272,272 K,,,10.1016/j.physb.2019.01.015,TRUE,"{'a': '5.441 Å', 'b': '7.684 Å', 'c': '5.456 Å'}",,,,La0.65Ca0.35Mn0.95Ni0.05O3,,,O3.0Ca0.35Mn0.95Ni0.05La0.65,,Pnma,
,Orthorhombic,236,236 K,,,10.1016/j.physb.2019.01.015,TRUE,"{'a': '5.425 Å', 'b': '7.665 Å', 'c': '5.448 Å'}",,,,La0.65Ca0.35Mn0.90Ni0.10O3,,,O3.0Ca0.35Mn0.9Ni0.1La0.65,,Pnma,
,Orthorhombic,194,194 K,,,10.1016/j.physb.2019.01.015,TRUE,"{'a': '5.422 Å', 'b': '7.660 Å', 'c': '5.444 Å'}",,,,La0.65Ca0.35Mn0.85Ni0.15O3,,,O3.0Ca0.35Mn0.85Ni0.15La0.65,,Pnma,
,,270,270 K,,,10.1016/j.physb.2019.01.015,TRUE,,,,,La0.65Ca0.35MnO3,,,O3.0Ca0.35Mn1La0.65,,,
,,369,369 K,,,10.1016/j.physb.2019.01.015,TRUE,,,,,La0.70Sr0.30MnO3,,,O3.0Mn1Sr0.3La0.7,,,
,Perovskite,250,250 K,,,10.1016/S0921-4526(03)00105-4,TRUE,"{'a': '0.379 nm', 'c': '0.3882 nm'}",Pseudocubic,,,La0.65Ca0.35MnO3,,,O3.0Ca0.35Mn1La0.65,,,
,Rhombohedral,310,310 K,,,10.1016/j.physb.2014.07.063,TRUE,"{'a': '5.5123 Å', 'c': '13.3770 Å'}",Hexagonal,,,La0.65Eu0.05Sr0.3Mn0.90Cr0.10O3,,,O3.0Cr0.1Mn0.9Sr0.3La0.65Eu0.05,,R-3C,
,Rhombohedral,278,278 K,,,10.1016/j.physb.2014.07.063,TRUE,"{'a': '5.5108 Å', 'c': '13.3704 Å'}",Hexagonal,,,La0.65Eu0.05Sr0.3Mn0.85Cr0.15O3,,,O3.0Cr0.15Mn0.85Sr0.3La0.65Eu0.05,,R-3C,
,,354,354 K,,,10.1016/j.physb.2014.07.063,TRUE,,,,,La0.7Sr0.3MnO3,,,O3.0Mn1Sr0.3La0.7,,,
,,306,306 K,,,10.1016/j.physb.2014.07.063,TRUE,,,,,La0.67Ba0.33MnO3,,,O3.0Mn1Ba0.33La0.67,,,
,,323,323 K,,,10.1016/j.physb.2014.07.063,FALSE,,,,,La0.67Ba0.33Mn0.90Cr0.10O3,,,O3.0Cr0.1Mn0.9Ba0.33La0.67,,,
,,310,310 K,,,10.1016/j.physb.2014.07.063,TRUE,,,,,La0.67Ba0.33Mn0.98Ti0.02O3,,,O3.0Ti0.02Mn0.98Ba0.33La0.67,,,
,,265.5,265.5 K,,,10.1016/j.physb.2014.07.063,TRUE,,,,,La0.6Ca0.4MnO3,,,O3.0Ca0.4Mn1La0.6,,,
,,232.5,232.5 K,,,10.1016/j.physb.2014.07.063,FALSE,,,,,La0.67Ca0.33Mn0.90Cr0.10O3,,,O3.0Ca0.33Cr0.1Mn0.9La0.67,,,
,,279,279 K,,,10.1016/j.physb.2014.07.063,FALSE,,,,,La0.57Nd0.1Pb0.33Mn0.90Ti0.1O3,,,O3.0Ti0.1Mn0.9La0.57Nd0.1Pb0.33,,,
,Pnma,241.5,229-254 K,253.7937-262.7997 K,258.2967,10.1016/j.jallcom.2022.167625,TRUE,"{'a': '5.4226-5.4765 Å', 'b': '7.7293-7.7489 Å', 'c': '5.4715-5.5072 Å'}",Orthorhombic,5.1215-7.3900 μB,7.13868-17.43389 emu/g,La0.66Ca0.33MnO3,,,O3.0Ca0.33Mn1La0.66,,Pnma,
,,327,327 K,,,10.1016/j.jallcom.2022.167625,FALSE,,,,,La0.8Na0.2MnO2.96,,,O2.96Na0.2Mn1La0.8,,,
,,162,162 K,,,10.1016/j.jallcom.2022.167625,TRUE,,,,,Pr0.8Sr0.2MnO3,,,O3.0Mn1Sr0.2Pr0.8,,,
,,293,293 K,,,10.1016/j.jallcom.2022.167625,TRUE,,,,,Gd,,,Gd1,,,
,,134,134 K,,,10.1016/j.jallcom.2022.167625,FALSE,,,,,Pr0.7Bi0.1Sr0.2MnO3,,,O3.0Mn1Sr0.2Pr0.7Bi0.1,,,
,,147,147 K,,,10.1016/j.jallcom.2022.167625,FALSE,,,,,Pr0.75Bi0.05Sr0.2MnO3,,,O3.0Mn1Sr0.2Pr0.75Bi0.05,,,
,,315,315 K,,,10.1016/j.jallcom.2022.167625,TRUE,,,,,La0.7Ba0.1Ca0.1Sr0.1MnO3,,,O3.0Ca0.1Mn1Sr0.1Ba0.1La0.7,,,
,,258,258 K,,,10.1016/j.jallcom.2022.167625,TRUE,,,,,La0.6Ca0.4MnO3,,,O3.0Ca0.4Mn1La0.6,,,
,,205,205 K,,,10.1016/j.jallcom.2022.167625,TRUE,,,,,La0.75Sr0.1Ca0.15MnO3,,,O3.0Ca0.15Mn1Sr0.1La0.75,,,
50 Oe,,330,330 K,,,10.1016/j.physb.2016.09.023,TRUE,,,,300 emu/cm^3,La0.66Sr0.33MnO3,,,O3.0Mn1Sr0.33La0.66,,,
,Rhombohedral,348,348 K,352 K,352,10.1016/j.jallcom.2023.173257,TRUE,"{'a': '5.5363 Å', 'b': '5.5363 Å', 'c': '13.53 Å'}",R-3c,5.43 μB,,La0.67Ba0.33MnO3,,,O3.0Mn1Ba0.33La0.67,,167,
,Rhombohedral,344,344 K,342 K,342,10.1016/j.jallcom.2023.173257,TRUE,"{'a': '5.5354 Å', 'b': '5.5354 Å', 'c': '13.51 Å'}",R-3c,5.58 μB,,La0.67Ba0.28K0.05MnO3,,,O3.0K0.05Mn1Ba0.28La0.67,,167,
,Rhombohedral,335,335 K,337 K,337,10.1016/j.jallcom.2023.173257,TRUE,"{'a': '5.5337 Å', 'b': '5.5337 Å', 'c': '13.49 Å'}",R-3c,6.02 μB,,La0.67Ba0.23K0.10MnO3,,,O3.0K0.1Mn1Ba0.23La0.67,,167,
,Rhombohedral,316,316 K,319 K,319,10.1016/j.jallcom.2023.173257,TRUE,"{'a': '5.5239 Å', 'b': '5.5239 Å', 'c': '13.44 Å'}",R-3c,6.48 μB,,La0.67Ba0.13K0.20MnO3,,,O3.0K0.2Mn1Ba0.13La0.67,,167,
,,305,305 K,,,10.1016/j.jallcom.2023.173257,FALSE,,,,,La0.65Ce0.05Sr0.3Mn0.9Cu0.1O3,,,O3.0Mn0.9Cu0.1Sr0.3La0.65Ce0.05,,,
,,310,310 K,,,10.1016/j.jallcom.2023.173257,TRUE,,,,,La0.67Ba0.33Mn0.98Ti0.02O3,,,O3.0Ti0.02Mn0.98Ba0.33La0.67,,,
,,297,297 K,,,10.1016/j.jallcom.2023.173257,TRUE,,,,,La0.65Eu0.05Ba0.3MnO3,,,O3.0Mn1Ba0.3La0.65Eu0.05,,,
,,310,310 K,,,10.1016/j.jallcom.2023.173257,FALSE,,,,,La0.8K0.10Ag0.1MnO3,,,O3.0K0.1Mn1Ag0.1La0.8,,,
,,271,271 K,,,10.1016/j.jallcom.2023.173257,TRUE,,,,,La0.9K0.1MnO3,,,O3.0K0.1Mn1La0.9,,,
,,307,307 K,,,10.1016/j.jallcom.2023.173257,TRUE,,,,,La0.8K0.1Pb0.1MnO3,,,O3.0K0.1Mn1La0.8Pb0.1,,,
,,326,326 K,,,10.1016/j.jallcom.2023.173257,FALSE,,,,,La0.78K0.20Cd0.02MnO3,,,O3.0K0.2Mn1Cd0.02La0.78,,,
,Cubic,314,314 K,315 K,315,10.1016/j.jallcom.2010.08.145,TRUE,{'a': '3.9119 Å'},Pm–3m,5.69 μB,,La0.67Ba0.33Mn0.98Ti0.02O3,,,O3.0Ti0.02Mn0.98Ba0.33La0.67,,Pm–3m,
,Cubic,350,350 K,,,10.1016/j.jallcom.2010.08.145,TRUE,{'a': '3.9075 Å'},Pm–3m,,,La0.67Ba0.33MnO3,,,O3.0Mn1Ba0.33La0.67,,Pm–3m,
,,293,293 K,,,10.1016/j.jallcom.2010.08.145,TRUE,,,,,Gd,,,Gd1,,,
,,275,275 K,,,10.1016/j.jallcom.2010.08.145,TRUE,,,,,Gd5Si2Ge2,,,Si2.0Ge2.0Gd5.0,,,
,Cubic Perovskite,267,267 K,,,10.1016/j.jallcom.2005.12.005,TRUE,{'a': '3.8730 Å'},Cubic,,,La0.67Ca0.33MnO3,,,O3.0Ca0.33Mn1La0.67,,,
,,259,259 K,,,10.1016/j.physb.2005.11.009,TRUE,,,,,La0.67Ca0.33MnO3,,,O3.0Ca0.33Mn1La0.67,,,
,Polycrystalline,270,270 K,,,10.1016/S0040-6090(00)01263-3,TRUE,,,,,La0.67Ca0.33MnOz,,,Ca0.33Mn1La0.67,,,
,Rhombohedral,355,355 K,,,10.1016/j.physb.2003.11.033,TRUE,"{'a': '5.5189 Å', 'c': '13.4212 Å'}",Hexagonal,,,La0.67Pb0.33MnO3,,,O3.0Mn1La0.67Pb0.33,,R3̄c,
,Rhombohedral,340,340 K,,,10.1016/j.physb.2003.11.033,TRUE,"{'a': '5.5201 Å', 'c': '13.4293 Å'}",Hexagonal,,,La0.67Pb0.33Mn0.99Fe0.01O3,,,O3.0Mn0.99Fe0.01La0.67Pb0.33,,R3̄c,
,Rhombohedral,287,287 K,,,10.1016/j.physb.2003.11.033,TRUE,"{'a': '5.5298 Å', 'c': '13.4435 Å'}",Hexagonal,,,La0.67Pb0.33Mn0.95Fe0.05O3,,,O3.0Mn0.95Fe0.05La0.67Pb0.33,,R3̄c,
,Rhombohedral,336,336 K,337 K,337,10.1016/j.jallcom.2014.06.169,TRUE,"{'a': '5.4940 Å', 'b': '5.4940 Å', 'c': '13.3212 Å'}",Distorted Rhombohedral,,,La0.67Sr0.16Ca0.17MnO3,,,O3.0Ca0.17Mn1Sr0.16La0.67,,R3̅c,
,,260,260 K,,,10.1016/j.jallcom.2014.06.169,TRUE,,,,,La0.67Ca0.33MnO3,,,O3.0Ca0.33Mn1La0.67,,,
,,370,370 K,,,10.1016/j.jallcom.2014.06.169,TRUE,,,,,La0.67Sr0.33MnO3,,,O3.0Mn1Sr0.33La0.67,,,
,Rhombohedral,298,295-301 K,297 K,297,10.1016/j.jallcom.2015.05.122,TRUE,"{'a': '5.3940 Å', 'b': '5.3940 Å', 'c': '13.4212 Å'}",R3̄c,"4.74 μB (exp), 4.58 μB (cal)",68.48 emu/g (saturation),La0.67Sr0.1Ca0.23MnO3,,,O3.0Ca0.23Mn1Sr0.1La0.67,,R3̄c,
,,300,300 K,,,10.1016/j.jallcom.2009.08.151,TRUE,,,,,La0.7Sr0.3MnO3,,,O3.0Mn1Sr0.3La0.7,,,
,Rhombohedral,370,370 K,,,10.1016/j.jallcom.2010.12.148,TRUE,,Hexagonal,,,La0.68Sr0.32MnO3,,,O3.0Mn1Sr0.32La0.68,,R3c,
172 Oe,Rhombohedral,308,308 K,,,10.1016/j.jallcom.2020.155440,TRUE,"{'a': '5.507 Å', 'c': '13.362 Å'}",Perovskite,,426.8 emu/cm³,La0.6Ag0.2Mn1.2O3,,,O3.0Mn1.2Ag0.2La0.6,,R-3c,
,,274.5,274.5 K,,,10.1016/j.jallcom.2020.155440,TRUE,,,,,La0.85K0.15MnO3,,,O3.0K0.15Mn1La0.85,,,
,,271,271 K,,,10.1016/j.jallcom.2020.155440,FALSE,,,,,La0.7Ag0.2Mn1.1O3,,,O3.0Mn1.1Ag0.2La0.7,,,
,,300,300 K,,,10.1016/j.jallcom.2020.155440,TRUE,,,,,La0.8Ag0.2MnO3,,,O3.0Mn1Ag0.2La0.8,,,
,,344,344 K,,,10.1016/j.jallcom.2020.155440,FALSE,,,,,La0.796K0.196Mn0.993O3,,,O3.0K0.196Mn0.993La0.796,,,
,,334,334 K,,,10.1016/j.jallcom.2020.155440,TRUE,,,,,La0.8Na0.2MnO3,,,O3.0Na0.2Mn1La0.8,,,
,,293,293 K,,,10.1016/j.jallcom.2020.155440,TRUE,,,,,Gd,,,Gd1,,,
"265 Oe (nano, 10 K), 22 Oe (nano, 300 K), 28 Oe (bulk, 10 K), 10 Oe (bulk, 300 K)",Cubic,322.5,"315 K (nano), 330 K (bulk)","324.28 K (nano), 339.45 K (bulk)",331.865,10.1016/j.jssc.2022.122986,TRUE,"{'a': '3.9120 Å (nano), 3.9097 Å (bulk)'}",Pm3̄m,"0.97 μB (nano, 300 K), 2.36 μB (nano, 10 K), 2.37 μB (bulk, 300 K), 3.93 μB (bulk, 10 K)","54.7 emu/g (nano, 10 K), 91.1 emu/g (bulk, 10 K)",La0.6Ba0.4MnO3,,,O3.0Mn1Ba0.4La0.6,"16.0 emu/g (nano, 10 K), 1.3 emu/g (nano, 300 K), 2.6 emu/g (bulk, 10 K), 0.9 emu/g (bulk, 300 K)",Pm3̄m,
,Orthorhombic,132.25,"256 K (S1), 270 K (S2)",,,10.1016/j.jallcom.2018.04.191,TRUE,"{'a': '5.4690 Å (S1), 5.472 Å (S2)', 'b': '7.7036 Å (S1), 7.724 Å (S2)', 'c': '5.4534 Å (S1), 5.459 Å (S2)'}",Pnma,,,La0.6Ca0.3Ag0.1MnO3,,,O3.0Ca0.3Mn1Ag0.1La0.6,,Pnma,
,Perovskite,258,258 K,,,10.1016/j.actamat.2015.08.080,TRUE,"{'a': '5.4669 Å', 'b': '7.6716 Å', 'c': '5.4349 Å'}",Orthorhombic,,,La0.6Ca0.4MnO3,,,O3.0Ca0.4Mn1La0.6,,Pnma,
,Perovskite,269,269 K,,,10.1016/j.actamat.2015.08.080,TRUE,"{'a': '5.4657 Å', 'b': '7.6800 Å', 'c': '5.4412 Å'}",Orthorhombic,,,La0.6Ca0.4MnO3,,,O3.0Ca0.4Mn1La0.6,,Pnma,
,Perovskite,272,272 K,,,10.1016/j.actamat.2015.08.080,TRUE,"{'a': '5.4594 Å', 'b': '7.6826 Å', 'c': '5.4411 Å'}",Orthorhombic,,,La0.6Ca0.4MnO3,,,O3.0Ca0.4Mn1La0.6,,Pnma,
,Perovskite,270,270 K,,,10.1016/j.actamat.2015.08.080,TRUE,"{'a': '5.4542 Å', 'b': '7.6802 Å', 'c': '5.4396 Å'}",Orthorhombic,,,La0.6Ca0.4MnO3,,,O3.0Ca0.4Mn1La0.6,,Pnma,
,Perovskite,264,264 K,,,10.1016/j.actamat.2015.08.080,TRUE,"{'a': '5.4845 Å', 'b': '7.7092 Å', 'c': '5.4225 Å'}",Orthorhombic,,,La0.6Ca0.4MnO3,,,O3.0Ca0.4Mn1La0.6,,Pnma,
,,258,258 K,,,10.1016/j.actamat.2015.08.080,TRUE,,,,,La0.67Ca0.33MnO3,,,O3.0Ca0.33Mn1La0.67,,,
,,241,241 K,,,10.1016/j.actamat.2015.08.080,TRUE,,,,,La0.7Ca0.3MnO3,,,O3.0Ca0.3Mn1La0.7,,,
